824,Cleptomaniacs
825,Go-Go's
826,Marc Almond
827,Oscar Huang / Rhythm Phazer
828,!@#$%
829,Luke Vibert
830,Beastie Boys
831,Gang Starr
832,CMW
833,Mary J. Blige Ft. Mos Def
834,Junior M.A.F.I.A.
835,Sage Caswell
836,Crazy Penis
837,Cody Currie
838,Luke Solomon Presents Jean Caffeine
839,Soho / Earth People
840,Marcel Lune
841,Aphex Twin / Autechre
842,Spiral Jones
843,Trip 'ta' Funk
844,Ice Cube
845,Ice Cube Featuring Das EFX
846,Too Short
847,DM Construction
848,Masters At Work
849,Top Quality
850,Public Enemy
851,Brand Nubian
852,Nice & Smooth
853,Funkadelic
854,Etta James
855,Isaac Indart / Dr. Kucho! & Wally Lopez
856,Jlin
857,The Prodigy
858,Adventures Of Stevie V.
859,Alcatraz
860,Alton Miller Featuring Maurissa Rose
861,Blueprint
862,DJ Beef 
863,DJ DIS.CO
864,Giovanni Damico
865,Grav
866,Hardfloor
867,Leron Carson / Theo Parrish
868,MC Boob A.K.A. Steady B
869,Mr. V 
870,Nu Civilization
871,Pet Shop Boys
872,Raw Instinct
873,tape_hiss
874,Till Bronner
875,adoptahighway
876,Aesop Rock
877,Catwash
878,Crystal Distortion / 69dB & MC Tablloyd
879,Dyed Soundorom & Boris Horel
880,The Finger Prince / Mike Callander
881,Industrialyzer
882,Kevin Saunderson
883,Marco Shuttle
884,Matmos
885,Random Noise Generation
886,Subtenant
887,Technotronic
888,Teste
889,Tino
890,"""Fast"" Eddie Smith"
891,Clay Wilson 
892,Cristian Vogel
893,Digital Soul
894,DJ Slugo
895,DJ Spookie
896,Jenifa Mayanja
897,K-Otix
898,Kill Memory Crash
899,Love Unlimited Orchestra
900,Method Man
901,Michael Jackson
902,Paldrame
903,Pittsburgh Track Authority
904,Pittsburgh Track Authority vs. Derrick Carter vs. The KLF
905,Shifty Science
906,Y’Ùr
907,Daze Maxim
908,DJ Omega
909,G Flame
910,Geoff White
911,Kings Of Tomorrow
912,Timeblind
913,Traxxxsters
914,Aphasic + DJ Scud
915,Connie Smith
916,DJ Assault
917,DJ Homewrecker
918,Mike Balance
919,Nemesis 
920,Puente Latino
921,Bass Kittens
922,Dean Martin
923,Doctor DUB
924,Gabriel Black
925,Jose Padilla
926,Nik Denton vs Paul King / Signum
927,S.U.N. 
928,Simple Minds
929,Aphasic
930,Certain Creatures
931,G-Man
932,J Majik / Futurebound & Protocol
933,"Kenny ""Dope"" Gonzalez"
934,Nigel Richards
935,Preservation Hall Jazz Band
936,The Pump Panel
937,Rye Rye Featuring M.I.A. 
938,Sound Of K
939,Thomas P. Heckmann
940,Ben Sims + Vincent Davis
941,Bitches From Hell
